"Symbol","Outcome","Risk","PlannedRR","CostR","GrossR","NetR","HoldBars"
"USDCHF","loss","0.000559199999999982","2.0000000000002","0.448068669527931","-1","-1.44806866952793","1"
"USDCHF","loss","0.000213600000000036","2","1.01123595505598","-1","-2.01123595505598","1"
"USDCHF","loss","6.4799999999976E-05","2","3.33333333333448","-1","-4.33333333333448","1"
"USDCHF","loss","0.000182400000000027","1.99999999999939","1.18421052631558","-1","-2.18421052631558","1"
"USDCHF","loss","0.000165599999999988","2.00000000000067","1.30434782608701","-1","-2.30434782608701","1"
"USDCHF","loss","0.000208800000000009","2","1.03448275862062","-1","-2.03448275862062","1"
"USDCHF","loss","0.000129599999999952","2.00000000000086","1.66666666666724","-1","-2.66666666666724","1"
"USDCHF","win","0.000187199999999943","2","1.15384615384647","2","0.846153846153527","1"
"USDCHF","loss","0.000614400000000015","1.99999999999982","0.419791666666513","-1","-1.41979166666651","1"
"USDCHF","loss","0.000288000000000066","1.99999999999961","0.749999999999807","-1","-1.74999999999981","1"
"USDCHF","loss","0.000213600000000036","1.99999999999948","1.01123595505598","-1","-2.01123595505598","1"
"USDCHF","loss","0.000120000000000009","2","1.79999999999981","-1","-2.79999999999982","1"
"USDCHF","loss","0.00048960000000009","1.99999999999977","0.492810457516271","-1","-1.49281045751627","1"
"USDCHF","loss","0.000477599999999967","2.00000000000023","0.501842546063612","-1","-1.50184254606361","1"
"USDCHF","win","0.00019199999999997","2.00000000000058","1.12500000000014","2.00000000000058","0.875000000000434","1"
"USDCHF","loss","0.000187200000000054","1.99999999999941","1.15384615384579","-1","-2.15384615384579","4"
"USDCHF","loss","0.000290400000000024","1.99999999999962","0.74380165289248","-1","-1.74380165289248","1"
"USDCHF","loss","0.000302400000000036","2","0.715343915343988","-1","-1.71534391534399","1"
"USDCHF","loss","0.000151200000000018","1.99999999999927","1.42857142857122","-1","-2.42857142857122","10"
"USDCHF","loss","0.000407999999999964","2","0.564705882352903","-1","-1.5647058823529","1"
"USDCHF","loss","0.000343199999999988","1.99999999999968","0.646153846154075","-1","-1.64615384615408","1"
"USDCHF","win","0.000249599999999961","2.00000000000044","0.865384615384727","2.00000000000044","1.13461538461572","1"
"USDJPY","win","0.0395999999999788","2.00000000000072","0.486868686868459","2.00000000000072","1.51313131313226","1"
"USDJPY","loss","0.0213600000000156","1.99999999999867","0.788764044942391","-1","-1.78876404494239","1"
"USDJPY","loss","0.0412800000000004","2","0.472480620154635","-1","-1.47248062015463","1"
